"CrashName","Name","Sex","Age","Speed","VehicleDamage","PartyCategory","Sobriety","VehicleDirection","MovementPrecedingCollision","PartyType","OtherAssociatedFactor","VehicleCount","ViolationCode","ViolationCodeDescription"
"CR-0000088414","ACV-0000180787","M","0","","Not Applicable","Bicycle","Had Not Been Drinking","South","Traveling Wrong Way","Bicycle","None Apparent","1","21650","Driving Wrong Side"
"CR-0000088414","ACV-0000180788","F","26","","Unknown","Driver","Had Not Been Drinking","West","Making Right Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088412","ACV-0000180783","F","65","","None","Driver","Had Not Been Drinking","South","Making Left Turn","Car","Other Violation","1","22350","Speeding"
"CR-0000088411","ACV-0000180782","M","17","","Major","Driver","Had Not Been Drinking","North","Proceeding Straight","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088411","ACV-0000180781","M","61","","Major","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088407","ACV-0000180774","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000088403","ACV-0000180766","F","28","","Unknown","Driver","Impairment Not Known","West","Stopped","Car","Unknown","1","Unknown","Unknown"
"CR-0000088405","ACV-0000180770","F","22","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","Other Violation","1","22350","Speeding"
"CR-0000088405","ACV-0000180771","F","45","","Minor","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088404","ACV-0000180769","","0","","Unknown","Driver","Impairment Not Known","South","Merging","Car","Unknown","1","Unknown","Unknown"
"CR-0000088409","ACV-0000180777","M","73","","Minor","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","21209","Driving In Bike Lane"
"CR-0000088410","ACV-0000180779","M","25","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000088402","ACV-0000180764","F","50","","Unknown","Driver","Impairment Not Known","Unknown","Stopped","Panel Truck","Unknown","1","Unknown","Unknown"
"CR-0000088413","ACV-0000180786","M","29","","Not Applicable","Pedestrian","Impairment Not Known","Not Applicable","Other (Ped)","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088402","ACV-0000180765","F","0","","Unknown","Driver","Impairment Not Known","Unknown","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000088412","ACV-0000180784","M","55","","Not Applicable","Pedestrian","Impairment Not Known","North","Proceeding Straight","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088407","ACV-0000180775","","0","","Unknown","Driver","Impairment Not Known","Unknown","Unknown","Unknown","Unknown","1","Unknown","Unknown"
"CR-0000088403","ACV-0000180767","","0","","Unknown","Driver","Impairment Not Known","West","Proceeding Straight","Car","Unknown","1","Unknown","Unknown"
"CR-0000088404","ACV-0000180768","M","27","","Unknown","Driver","Impairment Not Known","South","Slowing/Stopping","Car","Unknown","1","Unknown","Unknown"
"CR-0000088408","ACV-0000180776","M","52","","Major","Driver","Had Not Been Drinking","South","Ran Off Road","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088413","ACV-0000180785","M","59","","None","Driver","Impairment Not Known","West","Backing","Car","Unknown","1","22106","Unsafe Backing"
"CR-0000088427","ACV-0000180800","","0","","Unknown","Driver","Impairment Not Known","South","Changing Lanes","Unknown","Other Violation","1","21801","Yield Left Turn"
"CR-0000088442","ACV-0000180830","M","54","","Not Applicable","Bicycle","Had Not Been Drinking","East","Proceeding Straight","Bicycle","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088422","ACV-0000180790","F","76","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088437","ACV-0000180821","M","49","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Motorcycle/Moped","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088425","ACV-0000180797","M","64","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Motorcycle/Moped","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088436","ACV-0000180819","","0","","Major","Driver","Impairment Not Known","West","Other Unsafe Turning","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088426","ACV-0000180798","M","54","","Major","Driver","Had Been Drinking - Under Influence","North","Traveling Wrong Way","Car","Other","1","21651","Divided Highway"
"CR-0000088433","ACV-0000180813","F","31","","Major","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088424","ACV-0000180793","","0","","Moderate","Driver","Impairment Not Known","South","Making Left Turn","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088429","ACV-0000180806","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088423","ACV-0000180792","F","41","","Moderate","Driver","Had Not Been Drinking","East","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088423","ACV-0000180791","F","21","","Major","Driver","Impairment Not Known","West","Traveling Wrong Way","Car","Other Violation","1","21651","Divided Highway"
"CR-0000088438","ACV-0000180822","","0","","Major","Driver","Impairment Not Known","South","Ran Off Road","Car","None Apparent","1","22350","Speeding"
"CR-0000088434","ACV-0000180816","M","53","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","Other Violation","1","21801","Yield Left Turn"
"CR-0000088434","ACV-0000180817","M","22","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088433","ACV-0000180814","F","40","","Moderate","Driver","Had Not Been Drinking","West","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088427","ACV-0000180801","M","27","","Moderate","Driver","Impairment Not Known","South","Slowing/Stopping","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088443","ACV-0000180831","F","50","","Moderate","Driver","Had Not Been Drinking","East","Making U-Turn","Car","None Apparent","1","21453","Run Red Light"
"CR-0000088437","ACV-0000180820","F","38","","Minor","Driver","Had Not Been Drinking","East","Other Unsafe Turning","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088429","ACV-0000180805","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088439","ACV-0000180823","F","47","","Not Applicable","Bicycle","Had Not Been Drinking","North","Making Right Turn","Bicycle","None Apparent","1","Unknown","Unknown"
"CR-0000088443","ACV-0000180832","F","44","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088428","ACV-0000180802","M","41","","Major","Driver","Under Drug Influence","North","Proceeding Straight","Motorcycle/Moped","None Apparent","1","22350","Speeding"
"CR-0000088435","ACV-0000180818","M","61","","Major","Other","Impairment Not Known","South","Ran Off Road","Car","None Apparent","1","22350","Speeding"
"CR-0000088440","ACV-0000180826","M","23","","Major","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088432","ACV-0000180811","F","32","","Major","Driver","Had Not Been Drinking","West","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088425","ACV-0000180796","F","63","","Minor","Driver","Impairment Not Known","West","Changing Lanes","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088422","ACV-0000180789","F","16","","Not Applicable","Pedestrian","Had Not Been Drinking","West","Entering Traffic","Pedestrian","None Apparent","1","21955","Crossing Controlled Intersection/Jaywalking"
"CR-0000088429","ACV-0000180804","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088442","ACV-0000180829","F","22","","Minor","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","21451","Failure To Go On Green/Arrow"
"CR-0000088441","ACV-0000180828","M","49","","Minor","Driver","Impairment Not Known","West","Stopped","Panel Truck","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088426","ACV-0000180799","M","32","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088433","ACV-0000180815","F","27","","Moderate","Driver","Had Not Been Drinking","West","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088429","ACV-0000180807","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088444","ACV-0000180834","M","18","","Not Applicable","Pedestrian","Impairment Not Known","North","Proceeding Straight","Pedestrian","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088444","ACV-0000180833","M","54","","Minor","Driver","Had Not Been Drinking","South","Making Left Turn","Car","None Apparent","1","21950","Yield Pedestrian In Crosswalk"
"CR-0000088429","ACV-0000180803","F","21","","Major","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Other Violation","1","22107","Unsafe Turn Movement"
"CR-0000088424","ACV-0000180794","","0","","Minor","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","22107","Unsafe Turn Movement"
"CR-0000088430","ACV-0000180808","M","73","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","21658","Unsafe Lane Change"
"CR-0000088431","ACV-0000180809","M","24","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Motorcycle/Moped","Defective Vehicle Equipment","1","Not Applicable","Not Applicable"
"CR-0000088439","ACV-0000180824","F","63","","Minor","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088441","ACV-0000180827","F","55","","Minor","Driver","Impairment Not Known","West","Proceeding Straight","Car","None Apparent","1","22350","Speeding"
"CR-0000088440","ACV-0000180825","M","20","","Moderate","Bicycle","Impairment Not Known","South","Proceeding Straight","Bicycle","Other Violation","1","21453","Run Red Light"
"CR-0000088432","ACV-0000180810","M","19","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","21453","Run Red Light"
"CR-0000088433","ACV-0000180812","","0","","Major","Driver","Impairment Not Known","East","Proceeding Straight","Car","Other Violation","1","21453","Run Red Light"
"CR-0000088424","ACV-0000180795","","0","","Moderate","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088469","ACV-0000180887","M","25","","Major","Driver","Not Applicable","North","Proceeding Straight","Car","None Apparent","1","21453","Run Red Light"
"CR-0000088461","ACV-0000180871","M","21","","Major","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","None Apparent","1","00002","Fell Asleep"
"CR-0000088452","ACV-0000180853","M","48","","Minor","Driver","Had Been Drinking - Under Influence","South","Proceeding Straight","Car","Other Violation","1","23153","Driving Drunk With Injury"
"CR-0000088467","ACV-0000180884","F","0","","Not Applicable","Parked","Impairment Not Known","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088483","ACV-0000180917","M","27","","Major","Driver","Sleepy/Fatigued","East","Proceeding Straight","Car","Inattention","1","21658","Unsafe Lane Change"
"CR-0000088473","ACV-0000180897","F","46","","Moderate","Driver","Had Not Been Drinking","South","Proceeding Straight","Car","Stop And Go Traffic","1","Not Applicable","Not Applicable"
"CR-0000088484","ACV-0000180920","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088453","ACV-0000180856","F","19","","Moderate","Driver","Impairment Not Known","West","Making Left Turn","Car","Unfamiliar With Road","1","21801","Yield Left Turn"
"CR-0000088472","ACV-0000180894","M","20","","Moderate","Driver","Had Not Been Drinking","East","Proceeding Straight","Car","Other Violation","1","12500","Unlicensed Driver"
"CR-0000088479","ACV-0000180910","M","55","","Major","Driver","Had Not Been Drinking","East","Making Left Turn","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088477","ACV-0000180905","F","26","","Moderate","Driver","Had Not Been Drinking","North","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088449","ACV-0000180846","M","24","","Major","Driver","Not Applicable","East","Proceeding Straight","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088456","ACV-0000180863","F","32","","Unknown","Driver","Impairment Not Known","North","Entering Traffic","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088484","ACV-0000180921","","0","","Unknown","Parked","Not Applicable","Not Applicable","Parked","Car","None Apparent","1","Not Applicable","Not Applicable"
"CR-0000088460","ACV-0000180870","M","27","","Major","Driver","Impairment Not Known","East","Traveling Wrong Way","Car","Other Violation","1","23103","Reckless Driving 2"
"CR-0000088458","ACV-0000180866","F","0","","Unknown","Driver","Impairment Not Known","North","Proceeding Straight","Car","None Apparent","1","Unknown","Unknown"
"CR-0000088477","ACV-0000180906","F","68","","Moderate","Driver","Had Not Been Drinking","South","Stopped","Car","None Apparent","1","Not Applicable","Not Applicable"
