"CrashFactId","Name","MinorInjuries","ModerateInjuries","SevereInjuries","FatalInjuries","TcrNumber","CityDamageFlag","ShortFormFlag","Distance","CrashDateTime","PedestrianAction","RoadwaySurface","RoadwayCondition","Lighting","PrimaryCollisionFactor","TrafficControl","Weather","CollisionType","ProximityToIntersection","VehicleInvolvedWith","PedestrianDirectionFrom","PedestrianDirectionTo","DirectionFromIntersection","Comment"
"679483","CR-0000088661","1","0","0","0","21-169-0582","False","False","0","6/18/2021 4:16:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","At",""
"679484","CR-0000088672","0","0","0","0","21-288-0611","True","False","0","10/15/2021 5:13:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Hit Object","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Street Light"
"679485","CR-0000088683","0","0","0","0","21-289-0094","False","False","48","10/16/2021 1:55:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Hit Object","Related","Fixed Object","Not Applicable","Not Applicable","South Of","Curb"
"679486","CR-0000088651","1","0","0","0","21-029-0198","False","False","0","1/29/2021 8:06:00 AM","No Pedestrians Involved","Wet","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Cloudy","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679487","CR-0000088654","0","1","0","0","21-119-0010","False","False","0","4/29/2021 12:09:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Train","Not Applicable","Not Applicable","At",""
"679488","CR-0000088655","4","0","1","0","21-122-0524","False","False","0","5/2/2021 2:14:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679489","CR-0000088686","0","0","0","0","21-289-0627","False","False","51","10/16/2021 4:38:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679490","CR-0000088706","0","1","0","0","21-301-0198","False","False","0","10/28/2021 8:20:00 AM","Crossing - Not In Crosswalk","Dry","No Unusual Conditions","Daylight","Bike At Fault","Controls Functioning","Clear","Vehicle/Bike","Intersection","Bike","West","West","At","Bike"
"679491","CR-0000088652","3","0","0","0","21-117-0294","False","False","0","4/27/2021 9:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679492","CR-0000088689","1","0","0","0","21-289-1148","False","False","0","10/16/2021 11:40:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679493","CR-0000088674","2","0","0","0","21-288-0147","False","False","","10/15/2021 7:28:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679494","CR-0000088675","0","0","0","0","21-288-0797","True","False","265","10/15/2021 7:45:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Other","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of","PD V PD"
"679495","CR-0000088664","0","0","0","0","21-287-0374","False","False","0","10/14/2021 11:33:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","CSO"
"679496","CR-0000088707","1","0","0","0","21-301-0276","False","False","0","10/28/2021 9:54:00 AM","In Road - Includes Shoulder","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Bike","Intersection","Bike","North","North","At","Bike"
"679497","CR-0000088708","0","0","0","0","21-301-0105","False","False","198","10/28/2021 2:40:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"679498","CR-0000088709","1","0","1","0","21-301-0813","False","False","149","10/28/2021 7:00:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679499","CR-0000088710","2","0","0","0","21-301-0977","False","False","335","10/28/2021 10:21:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","East Of",""
"679500","CR-0000088711","1","0","0","0","21-301-0055","False","False","430","10/28/2021 1:47:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"679501","CR-0000088712","0","0","0","0","21-201-0823","False","False","0","10/28/2021 7:11:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679502","CR-0000088713","0","1","0","0","21-301-0704","False","False","0","10/28/2021 7:21:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Bike","Not Applicable","Not Applicable","At","Bike"
"679503","CR-0000088714","5","0","0","0","21-302-0960","False","False","0","10/29/2021 8:31:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light Not Functioning","Violation Driver 1","Controls Not Functioning","Clear","Broadside","Intersection","Motor Vehicle On Other Roadway","Not Applicable","Not Applicable","West Of",""
"679504","CR-0000088715","0","0","1","0","21-302-0045","True","False","0","10/29/2021 1:14:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Head On","Intersection","Fixed Object","Not Applicable","Not Applicable","At","Light pole, Electric Box"
"679505","CR-0000088716","1","0","0","0","21-302-0007","False","False","43","10/29/2021 12:06:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679506","CR-0000088717","4","0","0","0","21-302-0639","False","False","97","10/29/2021 4:01:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679507","CR-0000088718","0","0","0","0","21-303-0285","False","False","130","10/29/2021 1:58:00 AM","No Pedestrians Involved","Unknown","Unknown","Unknown","Violation Driver 1","No Controls Present/Factor","Unknown","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","East Of",""
"679508","CR-0000088719","1","0","0","0","21-302-0659","False","False","51","10/29/2021 4:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Other Vehicle","Not Applicable","Not Applicable","South Of",""
"679509","CR-0000088720","0","0","0","0","21-302-0218","True","False","0","10/29/2021 6:18:00 PM","No Pedestrians Involved","Dry","Construction - Repair Zone","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At","City of San Jose Dump Truck"
"679510","CR-0000088721","0","0","0","0","21-302-0959","False","False","20","10/29/2021 8:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","Controls Functioning","Clear","Sideswipe","Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679511","CR-0000088722","1","0","0","0","21-299-0441","False","False","0","10/26/2021 12:28:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Vehicle/Pedestrian","Intersection","Bike","Not Applicable","Not Applicable","At","Bike"
"679512","CR-0000088723","1","0","0","0","21-299-0608","False","False","0","10/26/2021 3:16:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679513","CR-0000088724","0","1","1","0","21-299-0024","False","False","1060","10/26/2021 12:26:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Non-Related","Fixed Object","No Direction (Not Walking)","Not Applicable","East Of","Wall"
"679514","CR-0000088725","0","0","0","0","21-299-0300","False","False","300","10/26/2021 9:53:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","North Of",""
"679515","CR-0000088726","0","0","0","0","21-299-0950","False","False","150","10/26/2021 9:55:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Sideswipe","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679516","CR-0000088727","0","0","0","0","21-299-1007","False","False","90","10/26/2021 11:36:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"679517","CR-0000088728","0","1","0","0","21-300-0523","False","False","0","10/27/2021 1:38:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","Controls Functioning","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679518","CR-0000088729","0","0","0","0","21-300-0178","False","False","54","10/27/2021 7:00:00 AM","No Pedestrians Involved","Unknown","No Unusual Conditions","Dusk - Dawn","Violation Driver 1","Controls Functioning","Unknown","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679519","CR-0000088730","0","0","0","0","21-300-0163","False","False","0","10/27/2021 9:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Head On","Intersection","Parked Vehicle","Not Applicable","Not Applicable","At",""
"679520","CR-0000088731","1","0","0","0","21-300-0700","False","False","0","10/27/2021 6:18:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679521","CR-0000088732","0","0","0","0","21-300-0243","False","False","105","10/27/2021 9:03:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","South Of",""
"679522","CR-0000088733","0","0","0","0","21-300-0593","False","False","68","10/27/2021 2:54:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","West Of",""
"679523","CR-0000088734","0","0","0","0","21-300-0911","False","False","150","10/27/2021 8:20:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Non-Related","Parked Vehicle","Not Applicable","Not Applicable","North Of",""
"679524","CR-0000088735","0","0","0","0","21-300-0268","False","False","145","10/27/2021 3:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Dark - Street Light","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Non-Related","Other Vehicle","Not Applicable","Not Applicable","West Of",""
"679525","CR-0000088736","1","0","0","0","21-300-9710","False","True","0","10/18/2021 4:30:00 PM","Crossing In Crosswalk - At Intersection","Unknown","Unknown","Unknown","Unknown","Unknown","Unknown","Vehicle/Pedestrian","Intersection","Pedestrian","Unknown","Unknown","At","Pedestrian"
"679526","CR-0000088737","1","0","0","0","21-300-0190","False","False","0","10/27/2021 7:26:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Broadside","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679527","CR-0000088738","0","0","0","0","21-300-0193","False","False","0","10/27/2021 7:31:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 1","No Controls Present/Factor","Clear","Rear End","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679528","CR-0000088739","0","0","0","0","21-300-0249","False","False","0","10/27/2021 8:00:00 AM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Violation Driver 2","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","At",""
"679529","CR-0000088740","0","0","0","0","21-311-9703","False","True","0","10/27/2021 5:30:00 PM","No Pedestrians Involved","Dry","No Unusual Conditions","Daylight","Unknown","Controls Functioning","Clear","Sideswipe","Intersection","Other Vehicle","Not Applicable","Not Applicable","South Of",""
